Gender, Age, Job, Zodiac, AvgPostLength, AvgWordLength, AvgPostFrequency, NumURL, NumInternetWords, NumAdjectives, Num_the, Num_i, Num_and, Num_him, Num_of 
male, 23, Student, Aquarius, 1568.272727, 4.152865, 5.000000, 0.043572, 0.000000, 0.029610, 0.058016, 0.021425, 0.055128, 0.023832, 0.027443 
male, 17, Student, Aries, 235.363636, 3.605850, 2.727273, 0.052925, 0.008357, 0.016713, 0.034819, 0.033426, 0.029248, 0.033426, 0.013928 
male, 15, Student, Pisces, 1071.175824, 4.297359, 0.670330, 0.040824, 0.000088, 0.032227, 0.050434, 0.021249, 0.045144, 0.025393, 0.021690 
male, 23, Museums-Libraries, Leo, 576.400000, 3.842667, 2.000000, 0.048000, 0.000000, 0.024000, 0.036000, 0.036000, 0.070667, 0.037333, 0.021333 
male, 17, Student, Pisces, 734.250000, 3.854331, 10.500000, 0.049869, 0.003937, 0.031496, 0.026247, 0.018373, 0.045932, 0.024934, 0.014436 
female, 15, indUnk, Capricorn, 772.571429, 3.709191, 9.000000, 0.045953, 0.006859, 0.023320, 0.008230, 0.007545, 0.055556, 0.010288, 0.007545 
female, 17, Engineering, Aquarius, 1400.666667, 4.126350, 4.666667, 0.042881, 0.000000, 0.029787, 0.048445, 0.034697, 0.030769, 0.047463, 0.012439 
female, 41, indUnk, Capricorn, 2052.710526, 4.307892, 3.578947, 0.037555, 0.000110, 0.036063, 0.051251, 0.022312, 0.057271, 0.024079, 0.027006 
female, 33, Communications-Media, Cancer, 2347.500000, 4.122037, 12.000000, 0.049166, 0.000000, 0.028095, 0.056190, 0.035996, 0.029851, 0.038630, 0.017559 
female, 25, indUnk, Pisces, 484.562500, 3.950573, 1.906250, 0.050191, 0.000000, 0.023185, 0.035924, 0.033885, 0.050701, 0.040255, 0.018089 
female, 23, indUnk, Sagittarius, 474.794872, 3.778980, 1.615385, 0.069388, 0.000000, 0.017347, 0.024898, 0.058776, 0.053061, 0.066531, 0.020612 
male, 24, Communications-Media, Aries, 483.714286, 3.741436, 2.571429, 0.077348, 0.000000, 0.028729, 0.034254, 0.069613, 0.034254, 0.070718, 0.012155 
female, 13, indUnk, Pisces, 772.000000, 3.582367, 6.500000, 0.081206, 0.000000, 0.016241, 0.018561, 0.071926, 0.041763, 0.071926, 0.006961 
female, 47, indUnk, Cancer, 1670.250000, 4.144541, 4.750000, 0.045285, 0.000000, 0.026675, 0.031017, 0.034119, 0.039082, 0.037221, 0.018610 
male, 27, indUnk, Gemini, 702.625000, 4.088000, 6.375000, 0.042909, 0.000000, 0.033455, 0.048727, 0.029091, 0.048000, 0.034182, 0.036364 
female, 16, indUnk, Pisces, 974.380952, 3.697506, 2.857143, 0.065595, 0.000000, 0.021142, 0.034333, 0.058186, 0.046259, 0.060896, 0.014637 
female, 14, Student, Aquarius, 2669.000000, 4.508446, 0.666667, 0.014640, 0.000563, 0.026464, 0.042230, 0.005631, 0.061937, 0.008446, 0.013514 
female, 15, Education, Cancer, 572.000000, 3.796460, 4.666667, 0.061947, 0.000000, 0.022124, 0.028761, 0.046460, 0.050885, 0.050885, 0.006637 
male, 15, Student, Sagittarius, 504.000000, 3.667360, 3.571429, 0.047817, 0.002079, 0.014553, 0.004158, 0.020790, 0.017672, 0.022869, 0.013514 
male, 15, Student, Scorpio, 559.956522, 4.197849, 0.000000, 0.026402, 0.000326, 0.033898, 0.039113, 0.013690, 0.060300, 0.019231, 0.018579 
female, 13, Student, Virgo, 645.666667, 3.901309, 10.500000, 0.057402, 0.001007, 0.012085, 0.034240, 0.046324, 0.051360, 0.048338, 0.012085 
female, 26, indUnk, Taurus, 459.076923, 4.064703, 2.500000, 0.035416, 0.000511, 0.020603, 0.013451, 0.026562, 0.041035, 0.031500, 0.008684 
female, 15, indUnk, Scorpio, 382.000000, 4.028120, 0.833333, 0.060633, 0.000879, 0.024605, 0.035149, 0.042179, 0.054482, 0.054482, 0.009666 
male, 16, indUnk, Aries, 382.941176, 3.909910, 3.647059, 0.058258, 0.000000, 0.025225, 0.036036, 0.045646, 0.051652, 0.050450, 0.010811 
female, 24, Education, Pisces, 867.750000, 3.805921, 3.750000, 0.059211, 0.000000, 0.032895, 0.029605, 0.048246, 0.041667, 0.058114, 0.010965 
male, 16, Student, Sagittarius, 525.833333, 3.835866, 4.833333, 0.049848, 0.000608, 0.028571, 0.024316, 0.043161, 0.058359, 0.055319, 0.018845 
female, 25, indUnk, Capricorn, 1301.000000, 3.986212, 2.625000, 0.052470, 0.000000, 0.033704, 0.046342, 0.035619, 0.062045, 0.042129, 0.023746 
male, 23, indUnk, Pisces, 776.478261, 4.465866, 0.391304, 0.030258, 0.000000, 0.039760, 0.059765, 0.011253, 0.041260, 0.014504, 0.027257 
male, 48, Telecommunications, Sagittarius, 1648.500000, 4.928251, 0.500000, 0.015695, 0.000000, 0.047833, 0.062033, 0.000000, 0.042601, 0.000000, 0.023916 
female, 47, Accounting, Pisces, 1739.636364, 4.412775, 14.772727, 0.026980, 0.000115, 0.032399, 0.063415, 0.004036, 0.057304, 0.006457, 0.032053 
male, 17, indUnk, Aquarius, 935.884615, 3.874065, 2.423077, 0.040439, 0.000318, 0.023404, 0.038688, 0.028976, 0.061614, 0.037892, 0.013533 
female, 16, indUnk, Aries, 662.666667, 3.852713, 0.000000, 0.062016, 0.000000, 0.038760, 0.036822, 0.040698, 0.048450, 0.048450, 0.003876 
male, 14, indUnk, Aquarius, 339.052632, 3.986386, 0.842105, 0.032797, 0.001238, 0.017327, 0.037748, 0.019183, 0.043936, 0.025371, 0.018564 
female, 16, indUnk, Aries, 475.113636, 3.888579, 1.431818, 0.057478, 0.001116, 0.015625, 0.030878, 0.043155, 0.048921, 0.047061, 0.011347 
male, 17, Student, Libra, 1229.500000, 4.283972, 4.250000, 0.036585, 0.000000, 0.039634, 0.043990, 0.027439, 0.036150, 0.034843, 0.018728 
female, 25, indUnk, Cancer, 1324.956522, 3.791242, 0.913043, 0.076636, 0.000000, 0.023389, 0.045036, 0.066310, 0.031227, 0.090072, 0.013561 
male, 34, Construction, Scorpio, 398.357143, 3.659449, 4.071429, 0.057087, 0.000000, 0.020997, 0.031496, 0.043963, 0.043963, 0.059055, 0.007218 
female, 15, Student, Libra, 260.375000, 3.477462, 3.125000, 0.080134, 0.000000, 0.005008, 0.031720, 0.053422, 0.051753, 0.080134, 0.006678 
female, 14, indUnk, Sagittarius, 913.136364, 3.823563, 0.000000, 0.063571, 0.000190, 0.016559, 0.018843, 0.055006, 0.048915, 0.083936, 0.008184 
female, 14, indUnk, Virgo, 887.000000, 3.927261, 3.928571, 0.046806, 0.000949, 0.024668, 0.033523, 0.035421, 0.054396, 0.046490, 0.015813 
female, 14, Student, Capricorn, 1615.533333, 3.979146, 3.800000, 0.056158, 0.000328, 0.032841, 0.034975, 0.047783, 0.040722, 0.056158, 0.016420 
female, 17, Student, Scorpio, 2193.363636, 4.045439, 0.000000, 0.055667, 0.001174, 0.038732, 0.032025, 0.043595, 0.056170, 0.054997, 0.020121 
female, 17, Student, Pisces, 870.415094, 3.828382, 1.132075, 0.066473, 0.000083, 0.027801, 0.034689, 0.055353, 0.056266, 0.064149, 0.010290 
male, 43, indUnk, Scorpio, 777.483871, 4.023706, 1.903226, 0.048247, 0.000000, 0.035893, 0.049583, 0.035559, 0.047412, 0.037062, 0.018197 
female, 15, indUnk, Taurus, 1326.255319, 3.827224, 1.361702, 0.068091, 0.001167, 0.021305, 0.032848, 0.060662, 0.029287, 0.081660, 0.012587 
female, 23, BusinessServices, Taurus, 1432.000000, 4.255572, 0.000000, 0.057949, 0.000000, 0.037147, 0.047548, 0.041605, 0.059435, 0.044577, 0.016345 
male, 15, indUnk, Pisces, 453.500000, 3.841186, 3.750000, 0.058232, 0.000000, 0.018528, 0.030704, 0.051879, 0.057173, 0.060349, 0.008470 
male, 15, Student, Gemini, 349.512821, 4.103251, 1.794872, 0.050572, 0.000903, 0.036123, 0.041541, 0.029199, 0.047863, 0.034016, 0.015352 
male, 37, indUnk, Cancer, 1205.333333, 4.095130, 18.000000, 0.035108, 0.001133, 0.018120, 0.032843, 0.027180, 0.048698, 0.030578, 0.024915 
female, 27, Education, Aries, 375.846154, 3.978827, 0.923077, 0.083062, 0.000000, 0.013029, 0.014658, 0.056189, 0.034202, 0.068404, 0.008958 
male, 17, HumanResources, Aquarius, 1881.750000, 3.930548, 16.000000, 0.073629, 0.000522, 0.018277, 0.032376, 0.060574, 0.042298, 0.064752, 0.018277 
male, 16, indUnk, Scorpio, 1632.083333, 3.717730, 4.916667, 0.069476, 0.000569, 0.019742, 0.028094, 0.061503, 0.049165, 0.070805, 0.008732 
male, 16, Student, Libra, 1326.736842, 3.740614, 3.052632, 0.060691, 0.002968, 0.020181, 0.027601, 0.043478, 0.055498, 0.054162, 0.014394 
female, 24, indUnk, Libra, 1607.375000, 4.317274, 1.250000, 0.064126, 0.000000, 0.034413, 0.042639, 0.041128, 0.054558, 0.045157, 0.018634 
male, 24, Arts, Leo, 1682.594595, 4.276705, 1.621622, 0.039019, 0.000069, 0.032356, 0.046507, 0.022738, 0.058597, 0.027272, 0.021364 
male, 27, Student, Aries, 458.881356, 3.874911, 1.016949, 0.065693, 0.000000, 0.025619, 0.048662, 0.040790, 0.053671, 0.043366, 0.010877 
male, 17, Student, Cancer, 1199.315789, 3.696188, 1.210526, 0.072019, 0.002271, 0.021249, 0.026440, 0.061314, 0.049635, 0.064720, 0.012003 
female, 14, Student, Libra, 1016.571429, 3.773065, 0.000000, 0.076352, 0.000000, 0.032874, 0.027041, 0.069989, 0.044539, 0.074761, 0.014846 
female, 15, indUnk, Capricorn, 3976.972973, 3.893937, 1.621622, 0.060732, 0.003255, 0.019768, 0.026357, 0.046310, 0.058985, 0.059726, 0.011167 
male, 14, Student, Scorpio, 536.708333, 3.956689, 1.187500, 0.057748, 0.000768, 0.027185, 0.042390, 0.041775, 0.031024, 0.046537, 0.022270 
male, 44, indUnk, Libra, 779.666667, 4.199282, 2.000000, 0.055655, 0.000000, 0.057451, 0.059246, 0.035907, 0.048474, 0.039497, 0.016158 
male, 23, Education, Aquarius, 712.000000, 4.456114, 1.536585, 0.039078, 0.000458, 0.035567, 0.057396, 0.016028, 0.045489, 0.020608, 0.024576 
male, 17, Education, Capricorn, 1099.500000, 4.057196, 0.000000, 0.055351, 0.001845, 0.038745, 0.023985, 0.046125, 0.060886, 0.059041, 0.018450 
female, 38, Manufacturing, Pisces, 1404.000000, 4.153846, 0.666667, 0.055227, 0.000000, 0.021696, 0.055227, 0.035503, 0.057199, 0.039448, 0.023669 
male, 43, Construction, Aquarius, 1156.867647, 4.437444, 0.926471, 0.035988, 0.000395, 0.032378, 0.056916, 0.014892, 0.047890, 0.017374, 0.022338 
male, 14, indUnk, Scorpio, 237.714286, 3.980861, 1.571429, 0.026316, 0.000000, 0.043062, 0.011962, 0.019139, 0.064593, 0.023923, 0.004785 
female, 24, indUnk, Pisces, 409.666667, 3.781538, 5.333333, 0.060000, 0.000000, 0.023846, 0.037692, 0.052308, 0.044615, 0.052308, 0.008462 
female, 27, BusinessServices, Pisces, 436.833333, 4.322705, 1.500000, 0.034085, 0.000000, 0.021990, 0.049478, 0.019241, 0.045080, 0.023090, 0.027488 
male, 15, Non-Profit, Capricorn, 754.000000, 3.983919, 2.478261, 0.044108, 0.002068, 0.021135, 0.043648, 0.025959, 0.026648, 0.027567, 0.013094 
female, 27, Education, Taurus, 653.333333, 3.895330, 3.333333, 0.060947, 0.000000, 0.030142, 0.041404, 0.046704, 0.042729, 0.058629, 0.015237 
female, 23, indUnk, Aries, 360.789474, 3.638535, 0.828947, 0.101513, 0.001062, 0.030255, 0.043259, 0.045117, 0.040074, 0.051221, 0.011279 
female, 17, Student, Scorpio, 684.457143, 3.992001, 1.371429, 0.053658, 0.000833, 0.031661, 0.040327, 0.037327, 0.041660, 0.042660, 0.014664 
male, 16, Student, Leo, 1756.723270, 4.090728, 0.396226, 0.034915, 0.000161, 0.025410, 0.043189, 0.021353, 0.049033, 0.029964, 0.019962 
female, 14, Education, Cancer, 513.615385, 4.496296, 2.230769, 0.043098, 0.003367, 0.039057, 0.032997, 0.028956, 0.026263, 0.032997, 0.018182 
female, 17, indUnk, Virgo, 827.172414, 3.788377, 1.517241, 0.055907, 0.003474, 0.027953, 0.026058, 0.045325, 0.054801, 0.061908, 0.011055 
male, 44, indUnk, Virgo, 641.666667, 4.273030, 7.666667, 0.046615, 0.000000, 0.036626, 0.045505, 0.019978, 0.046615, 0.025527, 0.027747 
female, 25, Communications-Media, Taurus, 919.250000, 4.085556, 3.000000, 0.058889, 0.000000, 0.032222, 0.032222, 0.045556, 0.045556, 0.052222, 0.020000 
female, 15, indUnk, Cancer, 334.400000, 3.973856, 3.200000, 0.073678, 0.000594, 0.021985, 0.027332, 0.036245, 0.035056, 0.039810, 0.014260 
male, 17, Student, Aries, 844.500000, 3.884545, 1.200000, 0.044618, 0.003680, 0.026219, 0.026219, 0.030359, 0.043238, 0.034499, 0.012879 
male, 16, Student, Capricorn, 1724.000000, 4.062844, 3.444444, 0.054726, 0.002357, 0.022781, 0.036921, 0.033517, 0.035088, 0.038492, 0.019115 
female, 16, Student, Virgo, 1073.142857, 3.625483, 3.928571, 0.032336, 0.001207, 0.022201, 0.029923, 0.023407, 0.023890, 0.033542, 0.005309 
female, 17, Student, Gemini, 1521.086957, 3.913311, 2.521739, 0.066779, 0.000336, 0.034004, 0.032103, 0.053132, 0.045302, 0.059284, 0.011298 
male, 16, indUnk, Libra, 438.562500, 3.937710, 4.000000, 0.055556, 0.001122, 0.020763, 0.033670, 0.025814, 0.046577, 0.033109, 0.012346 
female, 25, indUnk, Scorpio, 291.028571, 3.895220, 1.742857, 0.054302, 0.001147, 0.029063, 0.041683, 0.042447, 0.043595, 0.043595, 0.011855 
female, 27, indUnk, Leo, 506.666667, 4.053333, 6.666667, 0.089333, 0.000000, 0.030667, 0.022667, 0.073333, 0.044000, 0.073333, 0.016000 
female, 23, Science, Sagittarius, 748.300000, 4.150305, 5.500000, 0.044370, 0.000555, 0.042152, 0.020521, 0.024404, 0.053245, 0.030505, 0.018857 
male, 17, Student, Libra, 2149.230769, 4.016676, 0.923077, 0.041834, 0.000719, 0.031052, 0.034503, 0.027027, 0.045716, 0.033928, 0.014376 
female, 17, Student, Capricorn, 419.818182, 3.797697, 4.272727, 0.063322, 0.000000, 0.033717, 0.017270, 0.032895, 0.031250, 0.051809, 0.006579 
female, 14, indUnk, Virgo, 2907.142857, 3.803738, 0.000000, 0.065607, 0.002243, 0.025234, 0.029346, 0.057570, 0.048785, 0.074393, 0.010654 
male, 17, indUnk, Virgo, 581.642857, 3.941433, 2.571429, 0.038238, 0.000968, 0.020813, 0.047919, 0.025169, 0.029526, 0.027106, 0.005808 
male, 14, Student, Virgo, 791.428571, 3.654354, 1.142857, 0.057388, 0.007256, 0.019129, 0.028364, 0.037599, 0.065963, 0.048813, 0.005937 
male, 33, indUnk, Capricorn, 1977.000000, 4.032636, 3.625000, 0.050739, 0.000255, 0.032381, 0.044365, 0.036461, 0.061958, 0.045895, 0.024987 
male, 15, indUnk, Leo, 526.043478, 3.715909, 2.652174, 0.058354, 0.000307, 0.016892, 0.020577, 0.046683, 0.056204, 0.060197, 0.008292 
female, 16, indUnk, Virgo, 1797.500000, 3.965803, 2.500000, 0.066740, 0.000000, 0.031991, 0.046332, 0.054606, 0.060121, 0.057363, 0.029785 
female, 15, Education, Leo, 179.388889, 3.693100, 1.055556, 0.065955, 0.002669, 0.023256, 0.030118, 0.046512, 0.040412, 0.059855, 0.009531 
male, 25, indUnk, Libra, 468.072464, 4.375694, 0.913043, 0.046200, 0.000000, 0.030755, 0.066251, 0.023168, 0.055954, 0.024522, 0.025877 
male, 24, Accounting, Leo, 2029.818182, 4.150186, 5.272727, 0.046097, 0.000000, 0.036431, 0.045911, 0.034015, 0.046468, 0.039405, 0.020818 
female, 37, indUnk, Gemini, 591.333333, 4.154567, 1.666667, 0.037471, 0.002342, 0.021077, 0.046838, 0.021077, 0.051522, 0.032787, 0.016393 
male, 16, indUnk, Virgo, 181.187500, 4.020804, 1.750000, 0.031900, 0.004161, 0.026352, 0.037448, 0.022191, 0.047157, 0.026352, 0.016644 
male, 43, Arts, Aquarius, 2489.434783, 4.351167, 2.391304, 0.039669, 0.000076, 0.030549, 0.048028, 0.019226, 0.048940, 0.022646, 0.019910 
female, 26, indUnk, Aquarius, 493.142857, 4.046893, 2.000000, 0.018757, 0.000000, 0.033998, 0.038687, 0.009379, 0.041032, 0.014068, 0.016413 
male, 27, indUnk, Leo, 1359.918033, 3.931330, 1.032787, 0.048149, 0.000237, 0.026065, 0.039240, 0.037439, 0.050424, 0.042652, 0.015686 
female, 15, Student, Pisces, 799.000000, 3.685424, 4.600000, 0.067343, 0.002768, 0.020295, 0.023985, 0.061808, 0.040590, 0.086716, 0.011070 
male, 37, Student, Cancer, 219.541667, 4.484255, 2.541667, 0.030638, 0.000000, 0.026383, 0.043404, 0.015319, 0.037447, 0.016170, 0.022128 
male, 45, Environment, Sagittarius, 1712.200000, 4.176098, 4.000000, 0.056098, 0.000000, 0.036098, 0.046341, 0.042439, 0.052683, 0.047317, 0.022927 
female, 25, indUnk, Sagittarius, 793.454545, 3.920934, 2.727273, 0.056604, 0.000225, 0.026056, 0.045822, 0.041330, 0.045148, 0.048518, 0.020665 
male, 16, Student, Aries, 456.100000, 4.127602, 1.900000, 0.038914, 0.000000, 0.021719, 0.053394, 0.026244, 0.044344, 0.032579, 0.029864 
female, 14, Student, Scorpio, 1311.450000, 4.088061, 2.600000, 0.052837, 0.000000, 0.027276, 0.054551, 0.037874, 0.056266, 0.045979, 0.022600 
female, 35, indUnk, Virgo, 1848.285714, 3.961421, 4.714286, 0.058788, 0.001225, 0.025720, 0.035824, 0.043784, 0.066136, 0.046540, 0.011329 
male, 15, indUnk, Pisces, 333.428571, 3.877076, 2.428571, 0.039867, 0.000000, 0.029900, 0.036545, 0.026578, 0.048173, 0.033223, 0.014950 
female, 14, Student, Virgo, 1598.625000, 3.794955, 2.750000, 0.062908, 0.002077, 0.020772, 0.029674, 0.056083, 0.043620, 0.070623, 0.009496 
female, 33, indUnk, Sagittarius, 1506.705882, 4.022299, 3.588235, 0.060144, 0.000785, 0.031250, 0.039573, 0.043342, 0.049623, 0.050408, 0.019472 
male, 23, Arts, Sagittarius, 853.333333, 4.000000, 5.166667, 0.047656, 0.000000, 0.037500, 0.030469, 0.035156, 0.053125, 0.047656, 0.017969 
male, 16, indUnk, Libra, 1829.000000, 4.162073, 5.666667, 0.038180, 0.000000, 0.038685, 0.049810, 0.029583, 0.051580, 0.036915, 0.021745 
female, 16, indUnk, Virgo, 63.912621, 2.347718, 0.349515, 0.208274, 0.002853, 0.006063, 0.157275, 0.047789, 0.120542, 0.098074, 0.047432 
male, 24, Student, Capricorn, 855.500000, 3.804224, 0.828947, 0.068457, 0.000995, 0.015915, 0.029606, 0.054122, 0.041133, 0.062840, 0.011585 
male, 27, Internet, Libra, 479.517241, 4.041267, 2.068966, 0.043011, 0.000291, 0.022958, 0.038652, 0.033421, 0.045917, 0.042430, 0.011334 
female, 17, indUnk, Virgo, 700.145455, 3.482366, 1.072727, 0.087719, 0.003436, 0.015645, 0.019986, 0.076144, 0.062127, 0.083017, 0.010761 
male, 25, Marketing, Virgo, 4881.333333, 4.270633, 4.666667, 0.044036, 0.000292, 0.030913, 0.060659, 0.027122, 0.059493, 0.028580, 0.025372 
female, 45, indUnk, Taurus, 856.428571, 3.677914, 2.142857, 0.058896, 0.001227, 0.017791, 0.027607, 0.049693, 0.044172, 0.060736, 0.011656 
female, 17, indUnk, Capricorn, 766.833333, 3.866387, 1.000000, 0.060504, 0.000840, 0.036975, 0.047059, 0.047059, 0.044538, 0.056303, 0.011765 
female, 23, Arts, Leo, 435.500000, 3.572600, 4.500000, 0.079573, 0.000820, 0.020509, 0.029532, 0.064807, 0.045119, 0.076292, 0.006563 
male, 26, Military, Libra, 2509.882353, 4.574185, 2.764706, 0.023156, 0.000000, 0.054889, 0.053924, 0.008898, 0.049636, 0.010828, 0.035270 
female, 23, Communications-Media, Libra, 1177.650000, 3.906618, 1.475000, 0.051916, 0.000083, 0.026621, 0.039310, 0.039559, 0.043705, 0.046525, 0.015260 
female, 25, indUnk, Libra, 546.120000, 4.212589, 2.320000, 0.062018, 0.000000, 0.033632, 0.056773, 0.030546, 0.052761, 0.038877, 0.021290 
male, 24, indUnk, Virgo, 424.400000, 4.244000, 2.066667, 0.058667, 0.000000, 0.030667, 0.043333, 0.039333, 0.051333, 0.049333, 0.022000 
female, 27, indUnk, Scorpio, 522.916667, 4.336558, 4.666667, 0.050449, 0.000000, 0.051140, 0.028334, 0.029717, 0.042156, 0.037319, 0.020041 
male, 43, Internet, Pisces, 1516.000000, 4.154942, 2.066667, 0.032158, 0.000000, 0.033437, 0.044765, 0.016444, 0.058834, 0.019368, 0.018089 
male, 13, Student, Capricorn, 516.785714, 3.893972, 0.214286, 0.051668, 0.000000, 0.020452, 0.047901, 0.036598, 0.036060, 0.044133, 0.018837 
female, 27, indUnk, Scorpio, 1613.100000, 3.940156, 12.600000, 0.068881, 0.000000, 0.027846, 0.055936, 0.053737, 0.047386, 0.063996, 0.017342 
female, 15, Student, Libra, 2628.857143, 3.899555, 6.285714, 0.052977, 0.000000, 0.028608, 0.048739, 0.038356, 0.044501, 0.049587, 0.011443 
male, 17, Student, Cancer, 793.000000, 4.033571, 6.000000, 0.043744, 0.000000, 0.024415, 0.032553, 0.031536, 0.034588, 0.037640, 0.021363 
male, 15, indUnk, Sagittarius, 1414.733333, 3.847172, 3.800000, 0.056019, 0.001269, 0.022843, 0.026831, 0.046048, 0.054569, 0.053843, 0.013416 
female, 17, Education, Aquarius, 2212.666667, 4.500339, 0.000000, 0.037966, 0.000000, 0.018983, 0.048814, 0.029831, 0.042034, 0.031186, 0.014237 
female, 25, Student, Taurus, 243.909091, 4.108729, 4.818182, 0.055130, 0.000000, 0.010720, 0.016845, 0.036753, 0.024502, 0.042879, 0.006126 
female, 16, Student, Taurus, 484.375000, 3.964194, 0.000000, 0.056010, 0.000000, 0.019182, 0.048849, 0.038107, 0.040409, 0.043990, 0.021228 
male, 37, Arts, Gemini, 1338.162500, 4.435040, 1.212500, 0.040517, 0.000414, 0.037907, 0.052407, 0.017193, 0.050543, 0.020051, 0.023449 
female, 27, indUnk, Virgo, 2153.250000, 3.903467, 2.625000, 0.060276, 0.000000, 0.024700, 0.046227, 0.048266, 0.054611, 0.060503, 0.018355 
male, 17, Student, Virgo, 462.642857, 3.812242, 2.071429, 0.054738, 0.000000, 0.020012, 0.034726, 0.043555, 0.043555, 0.049441, 0.012949 
female, 33, indUnk, Capricorn, 1892.200000, 3.997718, 2.480000, 0.055692, 0.000000, 0.020705, 0.042846, 0.041325, 0.061100, 0.047748, 0.016648 
female, 40, indUnk, Virgo, 399.084615, 3.819835, 0.438462, 0.059049, 0.000074, 0.024665, 0.039685, 0.044692, 0.039906, 0.051465, 0.015903 
female, 16, indUnk, Gemini, 760.000000, 3.979058, 3.250000, 0.073298, 0.000000, 0.035340, 0.019634, 0.065445, 0.026178, 0.085079, 0.013089 
male, 25, indUnk, Leo, 747.200000, 4.114537, 3.000000, 0.033040, 0.000000, 0.024229, 0.047357, 0.019824, 0.042952, 0.020925, 0.020925 
female, 23, Advertising, Pisces, 941.833333, 4.004961, 3.833333, 0.051736, 0.000000, 0.026223, 0.036145, 0.037562, 0.051382, 0.044649, 0.017718 
male, 23, Arts, Sagittarius, 515.588235, 4.029885, 7.470588, 0.036322, 0.000460, 0.025287, 0.046897, 0.017471, 0.041839, 0.021149, 0.015632 
male, 17, indUnk, Libra, 2298.571429, 3.820945, 0.571429, 0.059606, 0.000000, 0.021373, 0.045357, 0.049632, 0.058656, 0.058893, 0.016623 
female, 17, indUnk, Leo, 860.670886, 3.801465, 0.797468, 0.068713, 0.000895, 0.020072, 0.020575, 0.049871, 0.044336, 0.064743, 0.009952 
female, 17, indUnk, Pisces, 428.400000, 3.838710, 1.000000, 0.023297, 0.001792, 0.032258, 0.025090, 0.017921, 0.032258, 0.019713, 0.005376 
male, 25, Architecture, Cancer, 908.952381, 4.453570, 2.714286, 0.032431, 0.000000, 0.036398, 0.051797, 0.018665, 0.054130, 0.020065, 0.033131 
female, 16, Student, Virgo, 639.473684, 3.812363, 3.105263, 0.046752, 0.000941, 0.020395, 0.030122, 0.041418, 0.054911, 0.064951, 0.007844 
male, 17, Non-Profit, Leo, 435.473684, 4.012609, 0.000000, 0.044132, 0.000485, 0.031038, 0.024733, 0.034918, 0.065955, 0.041707, 0.016974 
female, 13, Student, Sagittarius, 445.208333, 3.896791, 1.875000, 0.047411, 0.002918, 0.018235, 0.027352, 0.026623, 0.017870, 0.032093, 0.005835 
female, 16, Student, Virgo, 1130.850000, 3.651437, 1.475000, 0.077171, 0.000323, 0.019051, 0.029141, 0.070391, 0.051259, 0.087181, 0.012028 
male, 33, indUnk, Pisces, 343.625000, 4.109118, 4.125000, 0.031390, 0.000000, 0.019432, 0.074738, 0.007474, 0.059791, 0.011958, 0.019432 
male, 26, Student, Sagittarius, 896.571429, 4.401122, 2.285714, 0.036466, 0.000000, 0.042777, 0.044180, 0.021038, 0.062412, 0.025245, 0.021038 
male, 17, Student, Aries, 618.424242, 3.974294, 1.818182, 0.047907, 0.001363, 0.032327, 0.029601, 0.038559, 0.030964, 0.051996, 0.011295 
male, 23, indUnk, Scorpio, 1038.777778, 4.250028, 1.583333, 0.044664, 0.000114, 0.038868, 0.046028, 0.028185, 0.055347, 0.033072, 0.024207 
male, 35, Non-Profit, Gemini, 1716.470588, 4.181714, 1.137255, 0.045428, 0.000048, 0.032340, 0.045381, 0.026894, 0.045906, 0.031958, 0.020111 
male, 17, indUnk, Capricorn, 2232.388889, 4.220017, 2.388889, 0.030141, 0.000000, 0.026885, 0.066898, 0.016068, 0.062802, 0.025310, 0.022789 
female, 14, Student, Pisces, 1672.205128, 4.071165, 1.589744, 0.053062, 0.001311, 0.031275, 0.044260, 0.042200, 0.042325, 0.049316, 0.013671 
male, 15, Student, Virgo, 2787.625000, 4.127013, 2.583333, 0.043859, 0.010055, 0.040836, 0.044723, 0.032385, 0.045031, 0.037320, 0.018198 
female, 25, Technology, Sagittarius, 561.800000, 4.062184, 3.400000, 0.046999, 0.000000, 0.027477, 0.033984, 0.033261, 0.042661, 0.041938, 0.011569 
female, 33, Communications-Media, Scorpio, 2675.838323, 4.390413, 3.514970, 0.027520, 0.000177, 0.033582, 0.054460, 0.011996, 0.056316, 0.014600, 0.020033 
female, 17, Student, Gemini, 586.000000, 4.117096, 1.333333, 0.030445, 0.000000, 0.018735, 0.056206, 0.023419, 0.044496, 0.028103, 0.023419 
male, 26, Science, Aquarius, 1425.866667, 4.221038, 1.733333, 0.039668, 0.000000, 0.025064, 0.053089, 0.029801, 0.044800, 0.035919, 0.021512 
female, 17, Student, Scorpio, 1104.904762, 4.214130, 2.714286, 0.045768, 0.000363, 0.036869, 0.049764, 0.031420, 0.055394, 0.036506, 0.021794 
male, 34, Technology, Leo, 1697.676923, 4.033371, 0.907692, 0.059578, 0.000037, 0.027779, 0.038963, 0.044885, 0.053072, 0.052524, 0.014584 
male, 14, Student, Scorpio, 326.142857, 3.474886, 8.428571, 0.074581, 0.009132, 0.012177, 0.018265, 0.062405, 0.050228, 0.068493, 0.003044 
male, 24, Student, Cancer, 8653.230769, 4.175030, 1.153846, 0.060681, 0.000074, 0.025646, 0.040120, 0.047098, 0.046430, 0.052405, 0.015477 
